employeeTotal,employeeTotalM,sepEmp,sepEmpM,retEmpPerc,retEmpPercM,perPopEmp,perPopSepEmp,JurisdictionName,PostalAbbreviation,ProfileYear,FIPSCode,HHSRegion,Participation,REGION,GovClassification,governance,structure,size,density,regularPositionTotal,regularFTETotal,tempEmployeeTotal,tempFTETotal,positionTotal,fteTotal,positionsLHD,positionsRHD,positionsSHDCent,positionsSHDOut,workforceDevDir,vacPositions,vacPerc,perPopFTE,perPopVacPositions,attritionType,attritionYear,attritionCause,attritionValue,attritionNumerator,attritionDenominator,JurisdictionType,FYPop,turnoverRateM,turnoverRate,perPopQuarEmp,perPopQuarEmpLabel,turnoverRateQuar,turnoverRateQuarLabel,perPopQuarSepEmp,perPopQuarSepEmpLabel,retEmpPercQuar,perPopEmpN,perPopSepEmpN,turnoverRateN,retEmpPercN
1012,0,176,0,,1,9.531503078,11.46352254,Georgia,GA,2022,13,4,Completed Profile Survey,South,Shared,Shared/Largely Shared,Freestanding/independent,More than 10 million,100.1 - 500 people per square mile,1786,1314,139,103,1925,1417,19,785,911,208,No,169,9.462486002,12.04082224,1.548629344,Employees,2019,Separated,17.39130435,176,1012,1,10617423,0,1.739130435,1,1 (5.4 - 14.6),3,3 (1.5 - 1.8),4,4 (9.1 - 250),,,,,
690,0,43,0,,1,19.35328068,1.434006075,Connecticut,CT,2022,9,1,Completed Profile Survey,New England,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,More than 500 people per square mile,821,819,0,123,821,942,0,0,0,0,Yes,135,16.44336175,22.58559569,3.722900388,Employees,2019,Separated,6.231884058,43,690,1,3565287,0,0.623188406,2,2 (14.6 - 36.4),1,1 (0.3 - 1.1),1,1 (0 - 1.7),,,,,
611.62,0,98,0,,1,62.80988001,12.17601012,Delaware,DE,2022,10,3,Completed Profile Survey,Middle Atlantic and Great Lakes,Centralized,Centralized/Largely Centralized,Under an umbrella,Less than 2 million,More than 500 people per square mile,966,936.67,189,179.55,1155,1116.22,0,0,1155,0,Yes,288,29.8136646,91.9750274,28.27976544,Employees,2019,Separated,16.02302083,98,611.62,1,973764,0,1.602302083,4,4 (59.5 - 1314),3,3 (1.5 - 1.8),4,4 (9.1 - 250),,,,,
9527,0,1557,0,,1,157.5835969,24.94865897,Maryland,MD,2022,24,3,Completed Profile Survey,Middle Atlantic and Great Lakes,Largely Shared,Shared/Largely Shared,Under an umbrella,2 million to 10 million,More than 500 people per square mile,7883,7669,2061,1514,9944,9183,3294,3167,3129,546,Yes,1020,12.93923633,124.4026435,16.54592467,Employees,2019,Separated,16.34302509,1557,9527,1,6045680,0,1.634302509,4,4 (59.5 - 1314),3,3 (1.5 - 1.8),4,4 (9.1 - 250),,,,,
543,0,124,0,,1,5.437146041,1.215852363,Michigan,MI,2022,26,5,Completed Profile Survey,Middle Atlantic and Great Lakes,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,More than 10 million,100.1 - 500 people per square mile,657,657,634,633,1291,1290,,,657,,No,140,21.30898021,6.547663954,1.395240416,Employees,2019,Separated,22.83609576,124,543,1,9986857,0,2.283609576,1,1 (5.4 - 14.6),4,4 (1.8 - 2.8),1,1 (0 - 1.7),,,,,
,0,167,0,,1,,1.467430566,North Carolina,NC,2022,37,4,Completed Profile Survey,South,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,More than 10 million,100.1 - 500 people per square mile,1198,914,500,500,1698,1414,0,0,1149,49,Yes,289,24.12353923,8.542876031,2.701193844,Employees,2019,Separated,,167,,1,10488084,1,,,,,,1,1 (0 - 1.7),,,,,
2763,0,256,0,,1,40.45877291,3.488699097,Tennessee,TN,2022,47,4,Completed Profile Survey,South,Mixed,Mixed,Freestanding/independent,2 million to 10 million,100.1 - 500 people per square mile,3066,2854,,,3066,2854,1159,447,1460,0,Yes,40,1.304631442,40.4745822,0.567268146,Employees,2019,Separated,9.26529135,256,2763,1,6829174,0,0.926529135,3,3 (36.4 - 59.5),1,1 (0.3 - 1.1),2,2 (1.7 - 4.7),,,,,
3285,0,475,0,,1,16.88636852,2.032814608,New York,NY,2022,36,2,Completed Profile Survey,New England,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,More than 10 million,100.1 - 500 people per square mile,1491,1329,66,66,1557,1395,,680,811,,Yes,166,11.13346747,6.754026536,0.843618062,Employees,2019,Separated,14.45966515,475,3285,1,19453561,0,1.445966515,2,2 (14.6 - 36.4),2,2 (1.1 - 1.5),2,2 (1.7 - 4.7),,,,,
,1,,1,,1,,,American Samoa,AS,2022,60,9,Completed Profile Survey,West,Island Area,Island Area,Freestanding/independent,Less than 2 million,More than 500 people per square mile,138,138,247,247,385,385,,,,,,,,313.6363636,,Employees,2019,Separated,,,,2,47000,1,,,,,,,,,,,,
3415,0,472,0,,1,66.3272421,8.897076724,South Carolina,SC,2022,45,4,Completed Profile Survey,South,Centralized,Centralized/Largely Centralized,Freestanding/independent,2 million to 10 million,100.1 - 500 people per square mile,2865,2860.5,651,583.49,3516,3443.99,1827,0,782,0,Yes,125,4.363001745,54.14912334,2.366243809,Employees,2019,Separated,13.82137628,472,3415,1,5148714,0,1.382137628,4,4 (59.5 - 1314),2,2 (1.1 - 1.5),3,3 (4.7 - 9.1),,,,,
3564,0,704,0,,1,41.75493019,6.955625299,Virginia,VA,2022,51,3,Completed Profile Survey,Middle Atlantic and Great Lakes,Largely Centralized,Centralized/Largely Centralized,Freestanding/independent,2 million to 10 million,100.1 - 500 people per square mile,3289,3060.2,2373,2373,5662,5433.2,2047,2047,1017,2,No,111,3.374885984,35.24106712,1.278268888,Employees,2019,Separated,19.75308642,704,3564,1,8535519,0,1.975308642,3,3 (36.4 - 59.5),4,4 (1.8 - 2.8),3,3 (4.7 - 9.1),,,,,
1895,0,201,0,,1,30.87612596,3.75528674,Missouri,MO,2022,29,7,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,1797,1697,157,50,1954,1747,10,823,1072,0,Yes,98,5.453533667,27.46862757,1.586284916,Employees,2019,Separated,10.60686016,201,1895,1,6137428,0,1.060686016,2,2 (14.6 - 36.4),1,1 (0.3 - 1.1),2,2 (1.7 - 4.7),,,,,
3997,0,,1,,1,121.3786821,,Puerto Rico,PR,2022,72,2,Completed Profile Survey,New England,Island Area,Island Area,Freestanding/independent,2 million to 10 million,More than 500 people per square mile,3767,3752,1400,2307,5167,6059,,,,,No,396,10.51234404,115.3751538,12.17712177,Employees,2019,Separated,,,3997,2,3293000,1,,4,4 (59.5 - 1314),,,,,,,,,
,0,,1,,1,,,Montana,MT,2022,30,8,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,Less than 2 million,Less than 20 people per square mile,250,224,31,8,281,232,0,0,,0,Yes,37,14.8,19.94893429,3.295136468,Employees,2019,Separated,,,,1,1068778,1,,,,,,,,,,,,
461,0,,1,,1,43.51679928,,Rhode Island,RI,2022,44,1,Completed Profile Survey,New England,Centralized,Centralized/Largely Centralized,Under an umbrella,Less than 2 million,More than 500 people per square mile,536,535.4,,,536,535.4,0,0,536,0,Yes,79,14.73880597,48.95157323,7.222962805,Employees,2019,Separated,,,461,1,1059361,1,,3,3 (36.4 - 59.5),,,,,,,,,
3034,0,572,0,,1,10.46355515,1.704986005,Texas,TX,2022,48,6,Completed Profile Survey,South,Largely Decentralized,Decentralized/Largely Decentralized,Under an umbrella,More than 10 million,100.1 - 500 people per square mile,3444,3436.7,400,400,3844,3836.7,0,1724,2120,0,Yes,61,1.771196283,11.44438555,0.203133098,Employees,2019,Separated,18.85299934,572,3034,1,28995881,0,1.885299934,1,1 (5.4 - 14.6),4,4 (1.8 - 2.8),2,2 (1.7 - 4.7),,,,,
1167,0,177,0,,1,36.40097593,7.779223852,Utah,UT,2022,49,8,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,1578,1227,351,310,1929,1537,0,0,1578,0,No,101,6.400506971,36.29318505,2.98745859,Employees,2019,Separated,15.16709512,177,1167,1,3205958,0,1.516709512,2,2 (14.6 - 36.4),3,3 (1.5 - 1.8),3,3 (4.7 - 9.1),,,,,
,0,10,0,,1,,10.18181818,U.S. Virgin Islands,VI,2022,78,2,Completed Profile Survey,New England,Island Area,Island Area,Freestanding/independent,Less than 2 million,More than 500 people per square mile,367,362,43,48,410,410,,,,,Yes,55,14.98637602,365.6565657,55.55555556,Employees,2019,Separated,,10,,2,101000,1,,,,,,4,4 (9.1 - 250),,,,,
1944,0,207,0,,1,25.1853109,2.119246535,Washington,WA,2022,53,10,Completed Profile Survey,West,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,100.1 - 500 people per square mile,3862,3822,174,157.4,4036,3979.4,0,520,2481,607,Yes,254,6.576903159,49.08945609,3.262355272,Employees,2020,Separated,10.64814815,207,1944,1,7718785,0,1.064814815,2,2 (15.6 - 38.9),2,2 (0.9 - 1.2),2,2 (1.7 - 4.7),,,,,
434,0,10,0,,1,434,10.18181818,U.S. Virgin Islands,VI,2022,78,2,Completed Profile Survey,New England,Island Area,Island Area,Freestanding/independent,Less than 2 million,More than 500 people per square mile,367,362,43,48,410,410,,,,,Yes,55,14.98637602,365.6565657,55.55555556,Employees,2020,Separated,2.304147465,10,434,2,100000,0,0.230414747,4,4 (61.4 - 1666),1,1 (0.2 - 0.9),4,4 (9.1 - 250),,,,,
1214,0,148,0,,1,10.29634911,4.959145319,Ohio,OH,2022,39,5,Completed Profile Survey,Middle Atlantic and Great Lakes,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,More than 10 million,100.1 - 500 people per square mile,1220,1145,40,38,1260,1183,0,51,1018,151,Yes,150,12.29508197,9.739659331,1.275937904,Employees,2020,Separated,12.19110379,148,1214,1,11790587,0,1.219110379,1,1 (5.5 - 15.6),2,2 (0.9 - 1.2),3,3 (4.7 - 9.1),,,,,
3117,0,497,0,,1,10.66820802,1.704986005,Texas,TX,2022,48,6,Completed Profile Survey,South,Largely Decentralized,Decentralized/Largely Decentralized,Under an umbrella,More than 10 million,100.1 - 500 people per square mile,3444,3436.7,400,400,3844,3836.7,0,1724,2120,0,Yes,61,1.771196283,11.44438555,0.203133098,Employees,2020,Separated,15.94481874,497,3117,1,29217653,0,1.594481874,1,1 (5.5 - 15.6),4,4 (1.6 - 3.8),2,2 (1.7 - 4.7),,,,,
503,0,,1,,1,45.88457339,,Rhode Island,RI,2022,44,1,Completed Profile Survey,New England,Centralized,Centralized/Largely Centralized,Under an umbrella,Less than 2 million,More than 500 people per square mile,536,535.4,,,536,535.4,0,0,536,0,Yes,79,14.73880597,48.95157323,7.222962805,Employees,2020,Separated,,,503,1,1096229,1,,3,3 (38.9 - 61.4),,,,,,,,,
1275,0,98,0,,1,9.815525852,0.894233183,Pennsylvania,PA,2022,42,3,Completed Profile Survey,Middle Atlantic and Great Lakes,Mixed,Mixed,Freestanding/independent,More than 10 million,100.1 - 500 people per square mile,1410,1408,86,9.4,1496,1417.4,0,692,718,0,Yes,159,11.27659575,10.8541407,1.225716173,Employees,2020,Separated,7.68627451,98,1275,1,12989625,0,0.768627451,1,1 (5.5 - 15.6),1,1 (0.2 - 0.9),1,1 (0 - 1.7),,,,,
833,1,80,0,,1,1666,142,Commonwealth of the Northern Mariana Islands,MP,2022,69,9,Completed Profile Survey,West,Island Area,Island Area,Under an umbrella,Less than 2 million,100.1 - 500 people per square mile,940,938,40,39,980,977,,,,,Yes,,,1876,,Employees,2020,Separated,9.603841537,80,833,2,50000,0,0.960384154,4,4 (61.4 - 1666),2,2 (0.9 - 1.2),4,4 (9.1 - 250),,,,,
507,1,,1,,1,300,,Guam,GU,2022,66,9,Completed Profile Survey,West,Island Area,Island Area,Under an umbrella,Less than 2 million,More than 500 people per square mile,221,221,,,221,221,,,,,No,,,128.4883721,,Employees,2020,Separated,,,507,2,169000,1,,4,4 (61.4 - 1666),,,,,,,,,
381,0,52,0,,1,6.466040643,0.763677593,Wisconsin,WI,2022,55,5,Completed Profile Survey,Middle Atlantic and Great Lakes,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,2 million to 10 million,100.1 - 500 people per square mile,451,444.2,494,,945,444.2,0,79,866,0,Yes,65,14.41241685,7.538346373,1.103089857,Employees,2020,Separated,13.64829396,52,381,1,5892323,0,1.364829396,1,1 (5.5 - 15.6),3,3 (1.3 - 1.6),1,1 (0 - 1.7),,,,,
,0,,1,,1,,,Montana,MT,2022,30,8,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,Less than 2 million,Less than 20 people per square mile,250,224,31,8,281,232,0,0,,0,Yes,37,14.8,19.94893429,3.295136468,Employees,2020,Separated,,,,1,1086193,1,,,,,,,,,,,,
3697,0,,1,,1,112.9889976,,Puerto Rico,PR,2022,72,2,Completed Profile Survey,New England,Island Area,Island Area,Freestanding/independent,2 million to 10 million,More than 500 people per square mile,3767,3752,1400,2307,5167,6059,,,,,No,396,10.51234404,115.3751538,12.17712177,Employees,2020,Separated,,,3697,2,3272000,1,,4,4 (61.4 - 1666),,,,,,,,,
1796,0,192,0,,1,29.18198951,3.75528674,Missouri,MO,2022,29,7,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,1797,1697,157,50,1954,1747,10,823,1072,0,Yes,98,5.453533667,27.46862757,1.586284916,Employees,2020,Separated,10.69042316,192,1796,1,6154481,0,1.069042316,2,2 (15.6 - 38.9),2,2 (0.9 - 1.2),2,2 (1.7 - 4.7),,,,,
3482,0,628,0,,1,40.33807057,6.955625299,Virginia,VA,2022,51,3,Completed Profile Survey,Middle Atlantic and Great Lakes,Largely Centralized,Centralized/Largely Centralized,Freestanding/independent,2 million to 10 million,100.1 - 500 people per square mile,3289,3060.2,2373,2373,5662,5433.2,2047,2047,1017,2,No,111,3.374885984,35.24106712,1.278268888,Employees,2020,Separated,18.03561172,628,3482,1,8632044,0,1.803561172,3,3 (38.9 - 61.4),4,4 (1.6 - 3.8),3,3 (4.7 - 9.1),,,,,
3692,0,416,0,,1,71.95858522,8.897076724,South Carolina,SC,2022,45,4,Completed Profile Survey,South,Centralized,Centralized/Largely Centralized,Freestanding/independent,2 million to 10 million,100.1 - 500 people per square mile,2865,2860.5,651,583.49,3516,3443.99,1827,0,782,0,Yes,125,4.363001745,54.14912334,2.366243809,Employees,2020,Separated,11.26760563,416,3692,1,5130729,0,1.126760563,4,4 (61.4 - 1666),2,2 (0.9 - 1.2),3,3 (4.7 - 9.1),,,,,
255,0,51,0,,1,44.17366661,8.428208008,Wyoming,WY,2022,56,8,Completed Profile Survey,Mountain/Midwest,Mixed,Mixed,Under an umbrella,Less than 2 million,Less than 20 people per square mile,327,275,49,49,376,324,69,4,2,0,Yes,25,7.645259939,47.30116739,4.300106127,Employees,2020,Separated,20,51,255,1,577267,0,2,3,3 (38.9 - 61.4),4,4 (1.6 - 3.8),3,3 (4.7 - 9.1),,,,,
2862,0,259,0,,1,40.75634201,4.769424807,Massachusetts,MA,2022,25,1,Completed Profile Survey,New England,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,2 million to 10 million,More than 500 people per square mile,3127,2971,318,317,3445,3288,0,0,1605,1522,Yes,95,3.038055644,42.55243574,1.360646717,Employees,2020,Separated,9.049615653,259,2862,1,7022220,0,0.904961565,3,3 (38.9 - 61.4),1,1 (0.2 - 0.9),3,3 (4.7 - 9.1),,,,,
1795,0,252,0,,1,60.70608447,10.23789675,Mississippi,MS,2022,28,4,Completed Profile Survey,South,Centralized,Centralized/Largely Centralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,1846,1844,494,370,2340,2214,600,63,958,0,No,213,11.53846154,62.71987244,7.2447575,Employees,2020,Separated,14.03899721,252,1795,1,2956870,0,1.403899721,3,3 (38.9 - 61.4),3,3 (1.3 - 1.6),4,4 (9.1 - 250),,,,,
399,0,44,0,,1,20.34204201,2.947269787,Nebraska,NE,2022,31,7,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,Less than 2 million,20 - 100 people per square mile,416,393,95,95,511,488,13,0,498,0,Yes,91,21.875,19.97029355,4.624164665,Employees,2020,Separated,11.02756892,44,399,1,1961455,0,1.102756892,2,2 (15.6 - 38.9),2,2 (0.9 - 1.2),2,2 (1.7 - 4.7),,,,,
692,0,50,0,,1,16.31481366,1.391464474,Oregon,OR,2022,41,10,Completed Profile Survey,West,Largely Decentralized,Decentralized/Largely Decentralized,Under an umbrella,2 million to 10 million,20 - 100 people per square mile,1253,1140,165,157.5,1418,1297.5,0,0,1253,0,Yes,117,9.337589785,26.88592373,2.759344804,Employees,2020,Separated,7.225433526,50,692,1,4241544,0,0.722543353,2,2 (15.6 - 38.9),1,1 (0.2 - 0.9),1,1 (0 - 1.7),,,,,
492,0,61,0,,1,76.57647141,13.90897964,Vermont,VT,2022,50,1,Completed Profile Survey,New England,Centralized,Centralized/Largely Centralized,Under an umbrella,Less than 2 million,20 - 100 people per square mile,650,650,75,45,725,695,0,200,495,0,No,68,10.46153846,100.4537418,10.50900684,Employees,2020,Separated,12.39837398,61,492,1,642495,0,1.239837398,4,4 (61.4 - 1666),2,2 (0.9 - 1.2),4,4 (9.1 - 250),,,,,
3401,0,479,0,,1,16.87428085,2.032814608,New York,NY,2022,36,2,Completed Profile Survey,New England,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,More than 10 million,100.1 - 500 people per square mile,1491,1329,66,66,1557,1395,,680,811,,Yes,166,11.13346747,6.754026536,0.843618062,Employees,2020,Separated,14.08409291,479,3401,1,20154933,0,1.408409291,2,2 (15.6 - 38.9),3,3 (1.3 - 1.6),2,2 (1.7 - 4.7),,,,,
2802,0,216,0,,1,40.49063318,3.488699097,Tennessee,TN,2022,47,4,Completed Profile Survey,South,Mixed,Mixed,Freestanding/independent,2 million to 10 million,100.1 - 500 people per square mile,3066,2854,,,3066,2854,1159,447,1460,0,Yes,40,1.304631442,40.4745822,0.567268146,Employees,2020,Separated,7.708779443,216,2802,1,6920119,0,0.770877944,3,3 (38.9 - 61.4),1,1 (0.2 - 0.9),2,2 (1.7 - 4.7),,,,,
,0,183,0,,1,,1.467430566,North Carolina,NC,2022,37,4,Completed Profile Survey,South,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,More than 10 million,100.1 - 500 people per square mile,1198,914,500,500,1698,1414,0,0,1149,49,Yes,289,24.12353923,8.542876031,2.701193844,Employees,2020,Separated,,183,,1,10457177,1,,,,,,1,1 (0 - 1.7),,,,,
554,0,97,0,,1,5.502766084,1.215852363,Michigan,MI,2022,26,5,Completed Profile Survey,Middle Atlantic and Great Lakes,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,More than 10 million,100.1 - 500 people per square mile,657,657,634,633,1291,1290,,,657,,No,140,21.30898021,6.547663954,1.395240416,Employees,2020,Separated,17.50902527,97,554,1,10067664,0,1.750902527,1,1 (5.5 - 15.6),4,4 (1.6 - 3.8),1,1 (0 - 1.7),,,,,
1371,0,111,0,,1,29.47624518,2.243890898,Louisiana,LA,2022,22,6,Completed Profile Survey,South,Largely Centralized,Centralized/Largely Centralized,Under an umbrella,2 million to 10 million,100.1 - 500 people per square mile,1239,1238,261,183,1500,1421,930,119,861,0,Yes,69,5.569007264,26.97026147,1.503189048,Employees,2020,Separated,8.096280088,111,1371,1,4651203,0,0.809628009,2,2 (15.6 - 38.9),1,1 (0.2 - 0.9),2,2 (1.7 - 4.7),,,,,
1425,0,194,0,,1,48.53740616,10.21398294,Kansas,KS,2022,20,7,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,2 million to 10 million,20 - 100 people per square mile,1874,1827.5,629,629,2503,2456.5,26,190,1258,400,Yes,68,3.628601921,62.22017943,2.315169467,Employees,2020,Separated,13.61403509,194,1425,1,2935880,0,1.361403509,3,3 (38.9 - 61.4),3,3 (1.3 - 1.6),4,4 (9.1 - 250),,,,,
285,0,73,0,,1,20.92080923,3.392668948,Maine,ME,2022,23,1,Completed Profile Survey,New England,Largely Centralized,Centralized/Largely Centralized,Under an umbrella,Less than 2 million,20 - 100 people per square mile,377,366,213,213,590,579,,99,401,0,Yes,42,11.14058355,26.41950713,3.031746719,Employees,2020,Separated,25.61403509,73,285,1,1362280,0,2.561403509,2,2 (15.6 - 38.9),4,4 (1.6 - 3.8),2,2 (1.7 - 4.7),,,,,
1120,0,88,0,,1,8.760098066,0.810679865,Illinois,IL,2022,17,5,Completed Profile Survey,Middle Atlantic and Great Lakes,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,More than 10 million,100.1 - 500 people per square mile,1575,1575,98,98,1673,1673,0,379,820,0,No,374,23.74603175,12.51785085,2.972492837,Employees,2020,Separated,7.857142857,88,1120,1,12785245,0,0.785714286,1,1 (5.5 - 15.6),1,1 (0.2 - 0.9),1,1 (0 - 1.7),,,,,
833,0,104,0,,1,12.27591663,2.107408463,Indiana,IN,2022,18,5,Completed Profile Survey,Middle Atlantic and Great Lakes,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,100.1 - 500 people per square mile,965,900,554,554,1519,1454,0,0,565,264,Yes,94,9.740932643,13.17130289,1.375669413,Employees,2020,Separated,12.484994,104,833,1,6785644,0,1.2484994,1,1 (5.5 - 15.6),3,3 (1.3 - 1.6),2,2 (1.7 - 4.7),,,,,
9802,0,1482,0,,1,158.796529,24.94865897,Maryland,MD,2022,24,3,Completed Profile Survey,Middle Atlantic and Great Lakes,Largely Shared,Shared/Largely Shared,Under an umbrella,2 million to 10 million,More than 500 people per square mile,7883,7669,2061,1514,9944,9183,3294,3167,3129,546,Yes,1020,12.93923633,124.4026435,16.54592467,Employees,2020,Separated,15.1193634,1482,9802,1,6172679,0,1.51193634,4,4 (61.4 - 1666),3,3 (1.3 - 1.6),4,4 (9.1 - 250),,,,,
670,0,57,0,,1,18.60976707,1.434006075,Connecticut,CT,2022,9,1,Completed Profile Survey,New England,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,More than 500 people per square mile,821,819,0,123,821,942,0,0,0,0,Yes,135,16.44336175,22.58559569,3.722900388,Employees,2020,Separated,8.507462687,57,670,1,3600260,0,0.850746269,2,2 (15.6 - 38.9),1,1 (0.2 - 0.9),1,1 (0 - 1.7),,,,,
616.39,0,113,0,,1,62.14323017,12.17601012,Delaware,DE,2022,10,3,Completed Profile Survey,Middle Atlantic and Great Lakes,Centralized,Centralized/Largely Centralized,Under an umbrella,Less than 2 million,More than 500 people per square mile,966,936.67,189,179.55,1155,1116.22,0,0,1155,0,Yes,288,29.8136646,91.9750274,28.27976544,Employees,2020,Separated,18.3325492,113,616.39,1,991886,0,1.83325492,4,4 (61.4 - 1666),4,4 (1.6 - 3.8),4,4 (9.1 - 250),,,,,
1601,0,194,0,,1,14.92662552,11.46352254,Georgia,GA,2022,13,4,Completed Profile Survey,South,Shared,Shared/Largely Shared,Freestanding/independent,More than 10 million,100.1 - 500 people per square mile,1786,1314,139,103,1925,1417,19,785,911,208,No,169,9.462486002,12.04082224,1.548629344,Employees,2020,Separated,12.11742661,194,1601,1,10725800,0,1.211742661,1,1 (5.5 - 15.6),2,2 (0.9 - 1.2),4,4 (9.1 - 250),,,,,
1558,0,176,0,,1,26.93494192,3.099354341,Colorado,CO,2022,8,8,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,1814,1794.55,32,15.68,1846,1810.23,0,0,1926,175,Yes,250,13.78169791,30.72898527,4.280876162,Employees,2020,Separated,11.29653402,176,1558,1,5784308,0,1.129653402,2,2 (15.6 - 38.9),2,2 (0.9 - 1.2),2,2 (1.7 - 4.7),,,,,
2124,0,264,0,,1,70.51249705,11.42618112,Arkansas,AR,2022,5,6,Completed Profile Survey,South,Centralized,Centralized/Largely Centralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,2100,2034,89,58,2189,2092,941,37,1104,20,Yes,182,8.666666667,66.78405864,5.975761392,Employees,2020,Separated,12.42937853,264,2124,1,3012232,0,1.242937853,4,4 (61.4 - 1666),2,2 (0.9 - 1.2),4,4 (9.1 - 250),,,,,
1414,0,220,0,,1,19.69911895,3.424286644,Arizona,AZ,2022,4,9,Completed Profile Survey,West,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,1544,1520,141,115,1685,1635,0,17,874,632,Yes,106,6.865284974,20.65442738,1.440374541,Employees,2020,Separated,15.55869873,220,1414,1,7177986,0,1.555869873,2,2 (15.6 - 38.9),3,3 (1.3 - 1.6),2,2 (1.7 - 4.7),,,,,
2587,1,386,0,,1,51.48460547,9.301782947,Alabama,AL,2022,1,4,Completed Profile Survey,South,Largely Centralized,Centralized/Largely Centralized,Freestanding/independent,2 million to 10 million,100.1 - 500 people per square mile,2574,2505,22,0,2596,2505,1334,113,1127,0,Yes,,,49.36645399,,Employees,2020,Separated,14.92075763,386,2587,1,5024803,0,1.492075763,3,3 (38.9 - 61.4),3,3 (1.3 - 1.6),4,4 (9.1 - 250),,,,,
432,0,55,0,,1,58.98085989,10.36010922,Alaska,AK,2022,2,10,Completed Profile Survey,West,Mixed,Mixed,Under an umbrella,Less than 2 million,Less than 20 people per square mile,346,338,130,130,476,468,0,108,171,59,Yes,87,25.14450867,46.07522257,11.85959871,Employees,2020,Separated,12.73148148,55,432,1,732441,0,1.273148148,3,3 (38.9 - 61.4),3,3 (1.3 - 1.6),4,4 (9.1 - 250),,,,,
4115,0,499,0,,1,10.41779062,1.468126211,California,CA,2022,6,9,Completed Profile Survey,West,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,More than 10 million,100.1 - 500 people per square mile,4564,4507,600,600,5164,5107,0,1092.55,3575.9,0,Yes,708,15.51270815,11.54772222,1.814019821,Employees,2020,Separated,12.12636695,499,4115,1,39499738,0,1.212636695,1,1 (5.5 - 15.6),2,2 (0.9 - 1.2),1,1 (0 - 1.7),,,,,
,0,,1,,1,,,Hawaii,HI,2022,15,9,Completed Profile Survey,West,Centralized,Centralized/Largely Centralized,Freestanding/independent,Less than 2 million,100.1 - 500 people per square mile,2644,2401,621,352,3265,2753,3265,0,3265,0,No,476,18.00302572,166.7134196,33.05105694,Employees,2020,Separated,,,,1,1451911,1,,,,,,,,,,,,
404,0,68,0,,1,58.54283408,20.24402987,District of Columbia,DC,2022,11,3,Completed Profile Survey,Middle Atlantic and Great Lakes,Centralized,Centralized/Largely Centralized,Freestanding/independent,Less than 2 million,More than 500 people per square mile,1159,1159,272,272,1431,1431,0,0,1159,0,Yes,79,6.81622088,172.5208134,11.75939971,Employees,2020,Separated,16.83168317,68,404,1,690093,0,1.683168317,3,3 (38.9 - 61.4),4,4 (1.6 - 3.8),4,4 (9.1 - 250),,,,,
16222,1,1867,0,,1,75.20654214,8.936910849,Florida,FL,2022,12,4,Completed Profile Survey,South,Centralized,Centralized/Largely Centralized,Freestanding/independent,More than 10 million,100.1 - 500 people per square mile,12732,10200.05,4677,3088.82,17409,13288.87,9744,,3747,,Yes,,,45.85359029,,Employees,2020,Separated,11.50906177,1867,16222,1,21569932,0,1.150906177,4,4 (61.4 - 1666),2,2 (0.9 - 1.2),3,3 (4.7 - 9.1),,,,,
